Reaction ID	Pathway	Class1	Class2	Class3	Class4	Class5	Class6	SM1A
RXN-8036	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8037	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8038	NA	Energy Metabolism	Specialized Metabolism	NA	NA	NA	NA	Terpenoids
RXN-8039	NA	Energy Metabolism	Specialized Metabolism	NA	NA	NA	NA	Terpenoids
RXN-8040	NA	Energy Metabolism	Specialized Metabolism	NA	NA	NA	NA	Terpenoids
RXN-8041	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8042	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8046	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8050	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8051	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8052	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8053	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8054	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8055	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8056	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8058	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8059	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8060	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8061	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8062	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8063	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8071	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8074	NA	Hormones Metabolism	NA	NA	NA	NA	NA	NA
RXN-8075	NA	Energy Metabolism	Primary-Specialized Interface Metabolism	NA	NA	NA	NA	NA
RXN-8076	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8077	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8078	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8079	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8080	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8081	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8082	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8083	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8084	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8085	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8086	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8088	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8089	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8090	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8091	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8092	NA	Energy Metabolism	NA	NA	NA	NA	NA	NA
RXN-8093	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8094	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8095	NA	Energy Metabolism	NA	NA	NA	NA	NA	NA
RXN-8096	NA	Energy Metabolism	NA	NA	NA	NA	NA	NA
RXN-8098	NA	Energy Metabolism	NA	NA	NA	NA	NA	NA
RXN-8099	NA	Energy Metabolism	NA	NA	NA	NA	NA	NA
RXN-8100	NA	Energy Metabolism	NA	NA	NA	NA	NA	NA
RXN-8101	NA	Energy Metabolism	NA	NA	NA	NA	NA	NA
RXN-8102	NA	Energy Metabolism	NA	NA	NA	NA	NA	NA
RXN-8103	NA	Energy Metabolism	NA	NA	NA	NA	NA	NA
RXN-8106	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8108	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8109	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8110	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8112	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8113	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8114	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8115	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8116	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8117	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8118	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8119	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8120	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8121	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8122	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8123	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8124	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8125	NA	Energy Metabolism	Inorganic Nutrients Metabolism	NA	NA	NA	NA	NA
RXN-8130	NA	Energy Metabolism	Inorganic Nutrients Metabolism	NA	NA	NA	NA	NA
RXN-8132	NA	Energy Metabolism	NA	NA	NA	NA	NA	NA
RXN-8133	NA	Energy Metabolism	NA	NA	NA	NA	NA	NA
RXN-8134	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8135	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8136	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8137	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8138	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8139	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8140	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8141	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8142	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8144	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8147	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8149	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8150	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8151	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8152	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8153	NA	Hormones Metabolism	NA	NA	NA	NA	NA	NA
RXN-8154	NA	Hormones Metabolism	NA	NA	NA	NA	NA	NA
RXN-8155	NA	Hormones Metabolism	NA	NA	NA	NA	NA	NA
RXN-8156	NA	Inorganic Nutrients Metabolism	NA	NA	NA	NA	NA	NA
RXN-8162	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8163	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8166	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8167	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8169	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8170	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8171	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8172	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8173	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8174	NA	Inorganic Nutrients Metabolism	NA	NA	NA	NA	NA	NA
RXN-8176	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8177	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8178	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8179	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8180	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8181	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8182	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8183	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8184	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8185	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8186	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8187	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8189	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8190	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8192	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8193	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8194	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8195	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8196	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8197	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8200	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8201	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8202	NA	Energy Metabolism	Inorganic Nutrients Metabolism	NA	NA	NA	NA	NA
RXN-8204	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8205	NA	Specialized Metabolism	Inorganic Nutrients Metabolism	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8206	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8208	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8209	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-821	NA	Amino Acids Metabolism	Specialized Metabolism	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8212	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8213	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8214	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8215	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8219	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8220	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8221	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8222	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8223	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8224	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8225	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8226	NA	Inorganic Nutrients Metabolism	NA	NA	NA	NA	NA	NA
RXN-8228	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8231	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8232	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8233	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8234	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8235	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8236	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8237	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8238	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8239	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8243	NA	Amino Acids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8244	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8246	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8247	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8248	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8250	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8251	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8252	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8253	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8254	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8255	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8258	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8259	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8262	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8263	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8264	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8265	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8266	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8267	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8268	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8269	NA	Inorganic Nutrients Metabolism	NA	NA	NA	NA	NA	NA
RXN-8270	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8271	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8272	NA	Energy Metabolism	Inorganic Nutrients Metabolism	NA	NA	NA	NA	NA
RXN-8275	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Nitrogen-Containing Compounds
RXN-8277	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Other
RXN-8278	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Other
RXN-8279	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Other
RXN-8281	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Other
RXN-8282	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-8283	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8284	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-8285	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-8286	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-8287	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-8288	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-8289	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8290	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8291	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8292	NA	Carbohydrates Metabolism	NA	NA	NA	NA	NA	NA
RXN-8294	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8295	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8296	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8297	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8298	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8299	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8300	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8301	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8302	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8303	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8304	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8305	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8306	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8307	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8308	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8309	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8310	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8311	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8313	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8314	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8315	NA	Energy Metabolism	Inorganic Nutrients Metabolism	NA	NA	NA	NA	NA
RXN-8316	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8317	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8318	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8319	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8320	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8321	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8322	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8323	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8324	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8325	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8326	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8327	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8328	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8329	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8330	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8331	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8332	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8333	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8334	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8335	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8336	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8339	NA	Energy Metabolism	Inorganic Nutrients Metabolism	NA	NA	NA	NA	NA
RXN-8340	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8342	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8343	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8344	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8345	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8346	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8347	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8348	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8349	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8350	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8351	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8352	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8353	NA	Fatty Acids and Lipids Metabolism	Hormones Metabolism	Fatty Acids and Lipids Metabolism	Specialized Metabolism	NA	NA	Terpenoids
RXN-8354	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
RXN-8355	NA	Carbohydrates Metabolism	Nucleotides Metabolism	NA	NA	NA	NA	NA
RXN-8357	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8358	NA	Inorganic Nutrients Metabolism	NA	NA	NA	NA	NA	NA
RXN-8360	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8361	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8362	NA	Inorganic Nutrients Metabolism	NA	NA	NA	NA	NA	NA
RXN-8363	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8364	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8365	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8366	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8367	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8368	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8369	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8372	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8378	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8379	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8380	NA	Inorganic Nutrients Metabolism	NA	NA	NA	NA	NA	NA
RXN-8382	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8383	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8386	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8387	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8388	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8389	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8390	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8391	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8392	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8393	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8401	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8404	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Phenylpropanoid Derivatives
RXN-8406	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8407	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8408	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8409	NA	Macromolecules Metabolism	NA	NA	NA	NA	NA	NA
RXN-8410	NA	Other	NA	NA	NA	NA	NA	NA
RXN-8411	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8412	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8413	NA	Fatty Acids and Lipids Metabolism	NA	NA	NA	NA	NA	NA
RXN-8414	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8415	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8416	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8417	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8418	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8419	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8421	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8422	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8423	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8424	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8425	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8426	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8427	NA	Fatty Acids and Lipids Metabolism	Specialized Metabolism	NA	NA	NA	NA	NA
RXN-8428	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8429	NA	Specialized Metabolism	Energy Metabolism	NA	NA	NA	NA	Terpenoids
RXN-8430	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8431	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8432	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8434	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Terpenoids
RXN-8435	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Other
RXN-8436	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Other
RXN-8437	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Other
RXN-8438	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Other
RXN-8439	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Other
RXN-8440	NA	Specialized Metabolism	NA	NA	NA	NA	NA	Other
RXN-8441	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
RXN-8442	NA	Cofactors Metabolism	NA	NA	NA	NA	NA	NA
